date	authors	isbn	title
April 2012	['Sanket Nadhani', 'Pallav Nadhani', 'Shamasis Bhattacharya']	9781849691765	FusionCharts
April 2012	['Christian Mehrwald', 'Sabine Morlock']	9781933952406	Data Warehousing with SAP BW7 BI in SAP Netweaver 2004s
April 2012	['C.J. Date']	0636920025276	Database Design and Relational Theory
April 2012	['Paul Atkinson', 'Robert Vieira']	9781118102282	Beginning Microsoft SQL Server 2012 Programming
April 2012	['Pete Wang']	9781849685443	Oracle BAM 11gR1 Handbook
April 2012	['Marc Delisle']	9781849517546	phpMyAdmin Starter
March 2012	['Paul D. Allison']	9781599946412	Logistic Regression Using SAS, 2nd Edition
March 2012	['John Sall', 'Ann W. Lehman', 'Mia L. Stephens', 'Lee Creighton']	9781612902043	JMP Start Statistics, 5th Edition
March 2012	['Adam Jorgensen', 'Steven Wort', 'Ross LoForte', 'Brian Knight']	9781118106884	Professional Microsoft SQL Server 2012 Administration
March 2012	['Kashif Rasheed']	9781849681964	Oracle JD Edwards EnterpriseOne 9.0: Supply Chain Management Cookbook
March 2012	['Jeremy  Howard', 'Margit Zwemer', 'Mike Loukides']	0636920026082	Designing Great Data Products
March 2012	['Brian Knight', 'Erik Veerman', 'Jessica  M.  Moss', 'Mike Davis', 'Chris  Rock']	9781118101124	Professional Microsoft SQL Server 2012 Integration Services
March 2012	['Mohankumar Saraswatipura', 'Sanjay Kumar']	9781849683968	IBM DB2 9.7 Advanced Application Developer Cookbook
March 2012	['Edd Dumbill']	0636920025559	Planning for Big Data
March 2012	['Baron Schwartz', 'Peter Zaitsev', 'Vadim Tkachenko']	0636920022343	High Performance MySQL, 3rd Edition
March 2012	['Art Carpenter']	9781607649915	Carpenter's Guide to Innovative SAS Techniques
March 2012	['Brian  Clifton']	9781118168448	Advanced Web Metrics with Google Analytics, 3rd Edition
February 2012	['Adrian Neagu', 'Robert Pelletier']	9781849683326	IBM DB2 9.7 Advanced Administration Cookbook
February 2012	['Hariharan V Ganesarethinam']	9781849684804	Oracle Application Integration Architecture (AIA) Foundation Pack 11gR1: Essentials
February 2012	['Alex Howard']	0636920025580	Data for the Public Good
February 2012	['Robert Allison']	9781607649892	SAS/GRAPH: Beyond the Basics
February 2012	['Drew Conway', 'John Myles White']	0636920018483	Machine Learning for Hackers
February 2012	['Sveta Smirnova']	0636920021964	MySQL Troubleshooting 
February 2012	['Marc Delisle']	9781849517782	Mastering phpMyAdmin 3.4 for Effective MySQL Management
January 2012	['MC Brown']	0636920020837	Getting Started with CouchDB
January 2012	['Joe Celko']	9780123877338	Joe Celko's Trees and Hierarchies in SQL for Smarties, 2nd Edition
January 2012	['Tricia Aanderud', 'Angela Hall']	9781607649885	Building Business Intelligence Using SAS
January 2012	['Nick Haralabidis']	9781849684767	Oracle JDeveloper 11gR2 Cookbook
January 2012	['Guido Schmutz', 'Edwin Biemond', 'Jan van Zoggel', 'Mischa Kolliker', 'Eric Elzinga']	9781849684446	Oracle Service Bus 11g Development Cookbook
January 2012	['Jose R. Ruiz']	9781849683265	Oracle Essbase 11 Development Cookbook
January 2012	['Steve Francia']	0636920022381	MongoDB and PHP
January 2012	['Ciro Fiorillo']	9781849682602	Oracle Database 11g R2 Performance Tuning Cookbook
December 2011	['Theresa L. Utlaut', 'Georgia Z. Morgan', 'Kevin C. Anderson']	9781607648802	JSL Companion
December 2011	['Edward J. Cody', 'Emily M. Vose']	9781849683142	Oracle Hyperion Interactive Reporting 11 Expert Guide
December 2011	['Steve Ries']	9781849683647	OCA Oracle Database 11g: SQL Fundamentals I: A Real World Certification Guide (1ZO-051)
November 2011	['Brian Knight', 'Devin Knight', 'Adam Jorgensen', 'Patrick LeBlanc', 'Mike Davis']	9780470889633	Knight's Microsoft Business Intelligence 24-Hour Trainer
November 2011	['Rubayeet Islam']	9781849513623	PHP and MongoDB Web Development Beginner's Guide
November 2011	['Chris Olsen']	9781607646686	Teaching Elementary Statistics with JMP
November 2011	['Randy Collica']	9781607648109	Customer Segmentation and Clustering Using SAS Enterprise Miner, 2nd Edition
November 2011	['David Smiley', 'Eric Pugh']	9781849516068	Apache Solr 3 Enterprise Search Server
November 2011	['Daniela Bozdoc']	9781849683180	Oracle BI Publisher 11g: A Practical Guide to Enterprise Reporting
October 2011	['Brent Chaters']	0636920018094	Mastering Search Analytics
September 2011	['Maksim Tsvetovat', 'Alexander Kouznetsov']	0636920020424	Social Network Analysis for Startups
September 2011	['Michel Schildmeijer']	9781849683029	Oracle Weblogic Server 11gR1 PS2: Administration Essentials
September 2011	['Atul Kumar']	9781849682688	Oracle Identity and Access Manager 11g for Administrators
September 2011	['Enti Sandeep Reddy']	9781849681384	Getting Started with Oracle Hyperion Planning 11
September 2011	['Terence Craig', 'Mary  E. Ludloff']	0636920020103	Privacy and Big Data
September 2011	['Noah Iliinsky', 'Julie Steele']	0636920022060	Designing Data Visualizations
September 2011	['DJ Patil']	0636920022770	Building Data Science Teams
September 2011	['Mike Loukides']	0636920022916	The Evolution of Data Products
September 2011	['Pete Warden']	0636920022466	Big Data Glossary
September 2011	['Tom Laszewski', 'Jason Williamson', 'Prakash Nauduri']	9781849682206	Oracle Information Integration, Migration, and Consolidation
August 2011	['Josh Shaul', 'Aaron Ingram']	9781597491983	Practical Oracle Security
August 2011	['Henrik Walther', 'Mark Horninger', 'Chris Adams']	9781597492195	The Best Damn Exchange, SQL and IIS Book Period
August 2011	["O'Reilly Radar Team"]	0636920022640	Big Data Now: Current Perspectives from O'Reilly Radar
August 2011	['Lars George']	0636920014348	HBase: The Definitive Guide
August 2011	['EdD Ron Cody']	9781607648000	SAS Statistics by Example
August 2011	['Shashank Tiwari']	9780470942246	Professional NoSQL
August 2011	['Yemi Onigbode']	9781849683104	Oracle E-Business Suite 12 Financials Cookbook
August 2011	['Tomislav Piasevoli']	9781849681308	MDX with Microsoft SQL Server 2008 R2 Analysis Services Cookbook
July 2011	['Tiago Macedo', 'Fred Oliveira']	0636920020127	Redis Cookbook
July 2011	['Yannick Ongena']	9781849682282	Oracle WebCenter 11g PS3 Administration Cookbook
July 2011	['Rafal Kuc']	9781849512183	Apache Solr 3.1 Cookbook
July 2011	['Jeremy Kashel', 'Tim Kent', 'Martyn Bullerwell']	9781849680509	Microsoft SQL Server 2008 R2 Master Data Services
July 2011	['Edward Capriolo']	9781849515122	Cassandra High Performance Cookbook
July 2011	['John Lovett']	9780470936276	Social Media Metrics Secrets
June 2011	['Ranjeet Yadav']	9781849681469	Oracle PeopleSoft Enterprise Financial Management 9.1 Implementation
June 2011	['Adrian Sergio Pulvirenti', 'Maria Carina Roldan']	9781849515245	Pentaho Data Integration 4 Cookbook
June 2011	['Jesper Schmidt Hansen']	9781849513326	GNU Octave
June 2011	['Nathan Yau']	9780470944882	Visualize This
June 2011	['Sten E. Vesterli']	9781849681889	Oracle ADF Enterprise Application Development-Made Simple
June 2011	['Jiawei Han', 'Micheline Kamber', 'Jian Pei']	9780123814791	Data Mining: Concepts and Techniques, 3rd Edition
May 2011	['Satya Shyam K Jayanty']	9781849681445	Microsoft SQL Server 2008 R2 Administration Cookbook
May 2011	['David Lai', 'Xavier Hacking']	9781849681780	SAP BusinessObjects Dashboards 4.0 Cookbook
May 2011	['Ben Prusinski', 'Syed Jaffer Hussain']	9781849682664	Oracle 11g R1/R2 Real Application Clusters Essentials
May 2011	['Ashwin Kumar Karkala', 'Govinda Raj Sambamurthy']	9781849682169	Oracle Enterprise Manager Grid Control 11g R1: Business Service Management
May 2011	['Bob Griesemer']	9781849683449	Oracle Warehouse Builder 11g R2: Getting Started 2011
May 2011	['Charles Tupper']	9780123851260	Data Architecture
April 2011	['Alexander Hansal']	9781849681865	Oracle Siebel CRM 8 Developer's Handbook
April 2011	['Kristina Chodorow']	0636920019893	50 Tips and Tricks for MongoDB Developers
April 2011	['Mark Horninger']	9781597491969	How to Cheat at Securing SQL Server 2005
April 2011	['Mike Loukides']	0636920025160	What Is Data Science?
April 2011	['Conrad Carlberg']	9780764575938	Sales Forecasting For Dummies
March 2011	['Alex Kriegel']	9781118002674	Discovering SQL
March 2011	['Bradley Holt']	0636920018407	Scaling CouchDB
March 2011	['Mark Lancaster']	9781849681063	Oracle Application Express 4.0 with Ext JS
March 2011	['Gordon S. Linoff', 'Michael J. Berry']	9780470650936	Data Mining Techniques, 3rd Edition
March 2011	['Len Silverston', 'Paul Agnew']	9780470178454	The Data Model Resource Book
February 2011	['Timothy Trimble']	9780471786481	FileMaker Pro Design and Scripting For Dummies
February 2011	['Allen G. Taylor']	9780470929964	SQL All-in-One For Dummies, 2nd Edition
February 2011	['John P Jeffries']	9781849682008	Oracle GoldenGate 11g Implementer's guide
February 2011	['Toby J. Teorey', 'Sam S. Lightstone', 'Tom Nadeau', 'H. V. Jagadish']	9780123820204	Database Modeling and Design, 5th Edition
February 2011	['Matthew West']	9780123751065	Developing High Quality Data Models
February 2011	['Swain Scheps']	9780470127230	Business Intelligence For Dummies
February 2011	['Ian H. Witten', 'Eibe Frank', 'Mark A. Hall']	9780123748560	Data Mining: Practical Machine Learning Tools and Techniques, 3rd Edition
January 2011	['Matthew A. Russell']	0636920018261	21 Recipes for Mining Twitter
January 2011	['Kristina Chodorow']	0636920018308	Scaling MongoDB
January 2011	['Bradley Holt']	0636920018247	Writing and Querying MapReduce Views in CouchDB
January 2011	['Pete Warden']	0636920018254	Data Source Handbook
January 2011	['Hemantgiri S. Goswami']	9781849681223	Microsoft SQL Server 2008 High Availability
January 2011	['John R. Talburt']	9780123819727	Entity Resolution and Information Quality
December 2010	['Denny Cherry']	9781597496254	Securing SQL Server
December 2010	['Michel van Zoest', 'Marcel van der Plas']	9781849681346	Oracle APEX 4.0 Cookbook
December 2010	['Muneeb A. Siddiqui']	9781849680646	Oracle E-Business Suite R12 Supply Chain Management
November 2010	['David Loshin']	9780123737175	The Practitioner's Guide to Data Quality Improvement
November 2010	['Joe Celko']	9780123820228	Joe Celko's SQL for Smarties, 4th Edition
November 2010	['John M. Hughes']	9780596809577	Real World Instrumentation with Python
November 2010	['Eben Hewitt']	0636920010852	Cassandra: The Definitive Guide
November 2010	['Philipp K. Janert']	9780596802363	Data Analysis with Open Source Tools
November 2010	['Jonathan Gennick']	0636920013471	SQL Pocket Guide, 3rd Edition
October 2010	['Simon Riggs', 'Hannu Krosing']	9781849510288	PostgreSQL 9 Admin Cookbook
October 2010	['Rick Wicklin']	9781607646631	Statistical Programming with SAS/IML Software
October 2010	['Gregory Smith']	9781849510301	PostgreSQL 9.0 High Performance
October 2010	['Yuli Vasiliev']	9781849681186	Oracle Business Intelligence : The Condensed Guide to Analysis and Reporting
October 2010	['Marc Delisle']	9781849513548	Mastering phpMyAdmin 3.3.x for Effective MySQL Management
October 2010	['Plinio Arbizu', 'Ashok Aggarwal']	9781847195807	Web 2.0 Solutions with Oracle WebCenter 11g
September 2010	['Roland Bouman', 'Jos van Dongen']	9780470484326	Pentaho Solutions
September 2010	['Edward J. Cody']	9781849680363	The Business Analyst's Guide to Oracle Hyperion Interactive Reporting 11
September 2010	['Heidi Buelow', 'Manoj Das', 'Manas Deb', 'Prasen Palvankar', 'Meera Srinivasan']	9781849681681	Getting Started with Oracle BPM Suite 11gR1
September 2010	['Harish Gaur', 'Markus Zirn']	9781847198327	Oracle Fusion Middleware Patterns
August 2010	['Matt Casters', 'Roland Bouman', 'Jos van Dongen']	9780470635179	Pentaho Kettle Solutions
August 2010	['Andrew Hutchings', 'Sergei Golubchik']	9781849510608	MySQL 5.1 Plugin Development
August 2010	['Narayan Bharadwaj']	9781847197740	BPEL PM and OSB operational management with Oracle Enterprise Manager 10g Grid Control
August 2010	['Tom Johnston', 'Randall Weis']	9780123750419	Managing Time in Relational Databases
August 2010	['Pav Kumar-Chatterjee']	9781849681544	IBM InfoSphere Replication Server and Data Event Publisher
August 2010	['Justin Cutroni']	9780596158019	Google Analytics
August 2010	['Dmitri Khanine']	9781849680387	The Oracle Universal Content Management Handbook
August 2010	['Jay A. Kreibich']	9780596521196	Using SQLite
August 2010	['Alexander Hansal']	9781849680561	Oracle Siebel CRM 8 Installation and Management
July 2010	['Jack E. Olson']	9780123747204	Database Archiving
July 2010	['W. H. Inmon', 'Derek Strauss', 'Genia Neushloss']	9780123743190	DW 2.0: The Architecture for the Next Generation of Data Warehousing
July 2010	['David Loshin']	9780123742254	Master Data Management
July 2010	['Mamdouh Refaat']	9780123735775	Data Preparation for Data Mining Using SAS
July 2010	['Terry Halpin', 'Tony Morgan']	9780123735683	Information Modeling and Relational Databases, 2nd Edition
July 2010	['Joe Celko']	9780123695123	Joe Celko's Analytics and OLAP in SQL
July 2010	['Sam S. Lightstone', 'Toby J. Teorey', 'Tom Nadeau']	9780123693891	Physical Database Design
July 2010	['Michael J. Donahoo', 'Gregory D. Speegle']	9780122205316	SQL
July 2010	['David C. Hay']	9780120887989	Data Model Patterns: A Metadata Map
July 2010	['John Ward']	9781849511667	BIRT 2.6 Data Analysis and Reporting
July 2010	['Antony Reynolds', 'Matt Wright']	9781849680189	Oracle SOA Suite 11g R1 Developer's Guide
July 2010	['Bilal Siddiqui']	9781849510769	JasperReports 3.6 Development Cookbook
June 2010	['Bill Karwin']	9781934356555	SQL Antipatterns
June 2010	['Abhishek Sanghani']	9781849680349	IBM Cognos 8 Report Studio Cookbook
June 2010	['Marcus Hirt', 'Marcus Lagergren']	9781847198068	Oracle JRockit
June 2010	['Arie Geller', 'Matthew Lyon']	9781847194527	Oracle Application Express 3.2
June 2010	['Prabhakar Chaganti', 'Rich Helms']	9781847197344	Amazon SimpleDB Developer Guide
May 2010	['Susan Prosser', 'Stuart Gripman']	0636920002642	FileMaker Pro 11: The Missing Manual
May 2010	['Vivek Bhaskaran', 'Jennifer LeClaire']	9780470527962	Online Surveys For Dummies
May 2010	['Tom Carpenter']	9780470554203	SQL Server 2008 Administration
April 2010	['Alex Davies']	9781847199942	High Availability MySQL Cookbook
April 2010	['Julie Steele', 'Noah Iliinsky']	0636920000617	Beautiful Visualization
April 2010	['Maria Carina Roldan']	9781847199546	Pentaho 3.2 Data Integration
April 2010	['April C. Sims']	9781849680004	Oracle Database 11g - Underground Advice for Database Administrators
March 2010	['Susan J. Slaughter', 'Lora D. Delwiche']	9781599947266	The Little SAS Book for Enterprise Guide 4.2
March 2010	['Aleksandar Seovic', 'Mark Falco', 'Patrick Peralta']	9781847196125	Oracle Coherence 3.5
March 2010	['Paul D. Allison']	9781599946405	Survival Analysis Using SAS
March 2010	['Biju Thomas']	9780470395127	OCA: Oracle Database 11g Administrator Certified Associate Study Guide
March 2010	['Kapil Sharma', 'Ashutosh Mutsaddi']	9781118791431	Configuring SAP ERP Sales and Distribution
March 2010	['Paul Turley', 'Robert M. Bruckner']	9780470563113	Microsoft SQL Server Reporting Services Recipes
March 2010	['Daniel Schneller', 'Udo Schwedt']	9781847197962	MySQL Admin Cookbook
March 2010	['EdD Ron Cody']	9781607643401	SAS Functions by Example, Second Edition, 2nd Edition
March 2010	['Ken Withee']	9780470526934	Microsoft Business Intelligence For Dummies
March 2010	['Stephen McDaniel', 'Chris Hemedinger']	9780470539682	SAS For Dummies, 2nd Edition
February 2010	['Glenn Walker', 'Jack Shostak']	9781607642282	Common Statistical Methods for Clinical Research with SAS Examples, Third Edition, 3rd Edition
February 2010	['Ralph Kimball', 'Margy Ross']	9780470563106	The Kimball Group Reader
January 2010	['Mark Jeffery']	9780470504543	Data-Driven Marketing
January 2010	['Douglas E. Faries', 'Robert Obenchain', 'Josep Maria Haro', 'Andrew C. Leon']	9781607642275	Analysis of Observational Health Care Data Using SAS
January 2010	['Ann L. R. McKinnell', 'Eric Yen']	9781847199706	Oracle 11g Streams Implementer's Guide
January 2010	['J. Chris Anderson', 'Jan Lehnardt', 'Noah Slater']	9780596155902	CouchDB: The Definitive Guide
January 2010	['Allen G. Taylor']	9780470557419	SQL For Dummies, 7th Edition
January 2010	['Christian  Bolton', 'Justin  Langford', 'Brent Ozar', 'James Rowland-Jones', 'Jonathan Kehayias', 'Cindy Gross', 'Steven Wort']	9780470484289	Professional SQL Server 2008 Internals and Troubleshooting
December 2009	['EMC Education Services']	9780470294215	Information Storage and Management
December 2009	['Sivakumar  Harinath', 'Robert  Zare', 'Sethu  Meenakshisundaram', 'Matt  Carroll', 'Denny   Guang-Yeu Lee']	9780470247983	Professional Microsoft SQL Server Analysis Services 2008 with MDX 
December 2009	['Sue Harper']	9781847196262	Oracle SQL Developer 2.1
December 2009	['Arvind Maheshwari', 'Debu  Panda']	9781847198341	Middleware Management with Oracle Enterprise Manager Grid Control 10g R5
November 2009	['Robert Patrick', 'Gregory Nyberg', 'Philip Aston']	9780470484302	Professional Oracle WebLogic Server
October 2009	['Erik Veerman', 'Jessica  M.  Moss', 'Brian Knight', 'Jay Hackney']	9780470525760	Microsoft SQL Server 2008 Integration Services
October 2009	["Demed L'Her", 'Heidi Buelow', 'Jayaram Kasi', 'Manas Deb', 'Prasen Palvankar']	9781847199782	Getting Started With Oracle SOA Suite 11g R1 - A Hands-On Tutorial
September 2009	['Dirk Manuel']	9781849680165	Oracle User Productivity Kit 3.5
September 2009	['Joe Celko']	9780123747228	Joe Celko's Data, Measurements and Standards in SQL
September 2009	['Jan L. Harrington']	9780123747303	Relational Database Design and Implementation, 3rd Edition
August 2009	['Paul Nielsen', 'Uttam Parui']	9780470257043	Microsoft SQL Server 2008 Bible
August 2009	['David Smiley', 'Eric Pugh']	9781847195883	Solr 1.4 Enterprise Search Server
August 2009	['Bob Griesemer']	9781847195746	Oracle Warehouse Builder 11g: Getting Started
July 2009	['Jason Edwards', 'Ned Riaz', 'Rich Babaran']	9781847196842	IBM Cognos 8 Planning
July 2009	['Douwe Pieter van den Bos']	9781847197764	Oracle Application Express Forms Converter
July 2009	['Philip A. Bernstein', 'Eric Newcomer']	9781558606234	Principles of Transaction Processing, 2nd Edition
July 2009	['Michael Milton']	9780596153946	Head First Data Analysis
July 2009	['Alberto Ferrari', 'Chris Webb', 'Marco Russo']	9781847197221	Expert Cube Development with Microsoft SQL Server 2008 Analysis Services
July 2009	['Tarry Singh']	9781847197122	Oracle VM Manager 2.1.2
July 2009	['Toby Segaran', 'Jeff Hammerbacher']	9780596157128	Beautiful Data
June 2009	['Brian Knight', 'Devin Knight', 'Mike Davis']	9780470496923	Knight's 24-Hour Trainer
June 2009	['Hector R. Madrid']	9781847196286	Oracle 10g/11g Data and Database Management Utilities
June 2009	['Joseph Sydney Gomez', 'Sarma Anantapantula']	9781847196866	Oracle Essbase 9 Implementation Guide
June 2009	['Justin Clarke']	9781597499637	SQL Injection Attacks and Defense, 2nd Edition
June 2009	['Ronald Rood']	9781847195982	Mastering Oracle Scheduler in Oracle 11g Databases
June 2009	['Steven Bird', 'Ewan Klein', 'Edward Loper']	9780596516499	Natural Language Processing with Python
May 2009	['Tom White']	9780596521981	Hadoop: The Definitive Guide
May 2009	['Robert G. Freeman', 'Charles A. Pack', 'Doug Stuns']	9780470395134	OCP: Oracle Database 11g Administrator Certified Professional Study Guide
May 2009	['Laura Reeves']	9780470176382	A Manager's Guide to Data Warehousing
May 2009	['Ananthakumar  Muthusamy', 'Yan  Pan']	9780470477281	Microsoft SQL Server 2008 Administration with Windows PowerShell
April 2009	['Joseph Schmuller Ph.D.']	9780470454060	Statistical Analysis with Excel For Dummies, 2nd Edition
April 2009	['Steven Wort', 'Christian  Bolton', 'Justin  Langford', 'Michael  Cape', 'Joshua  J.  Jin', 'Douglas Hinson', 'Haidong Ji', 'Paul  A.  Mestemaker', 'Arindam  Sen']	9780470176399	Professional SQL Server 2005 Performance Tuning
April 2009	['Robert Vieira']	9780470257029	Professional Microsoft SQL Server 2008 Programming
April 2009	['Ray Cologon']	9780470429006	FileMaker Pro 10 Bible
April 2009	['Sheeri K. Cabral', 'Keith Murphy']	9780470416914	MySQL Administrator's Bible
April 2009	['Alan Beaulieu']	9780596520847	Learning SQL, 2nd Edition
April 2009	['Ralph Kimball', 'Margy Ross', 'Warren Thornthwaite', 'Joy Mundy', 'Bob Becker']	9780470149775	The Data Warehouse Lifecycle Toolkit, 2nd Edition
April 2009	['Jamie MacLennan', 'ZhaoHui Tang', 'Bogdan Crivat']	9780470277744	Data Mining with Microsoft SQL Server 2008
April 2009	['Rod Stephens']	9780470385494	Beginning Database Design Solutions
March 2009	['Jayaram Krishnaswamy']	9781847196187	Learning SQL Server 2008 Reporting Services
March 2009	['Antony Reynolds', 'Matt Wright']	9781847193551	Oracle SOA Suite Developer's Guide
March 2009	['Ayman Hourieh']	9781847196781	Django 1.0 Website Development
February 2009	['Deepak Vohra']	9781847196668	Processing XML documents with Oracle JDeveloper 11g
February 2009	['Thomas C. Hammergren']	9780470407479	Data Warehousing For Dummies, 2nd Edition
February 2009	['Michael N. DeMers']	9780470236826	GIS For Dummies
January 2009	['Mana Takahashi', 'Shoko Azuma', 'Trend-Pro Co.', 'Ltd.']	9781593271909	The Manga Guide to Databases
January 2009	['Jim McBee']	9780470417331	Mastering Microsoft Exchange Server 2007 SP1, 2nd Edition
January 2009	['Susan Prosser', 'Geoff Coffey']	9780596154240	FileMaker Pro 10: The Missing Manual
January 2009	['Michael Lee', 'Gentry Bieker']	9780470289044	Mastering SQL Server 2008
December 2008	['Chris Zeis', 'Chris Ruel', 'Wessler']	9780470277652	Oracle 11g For Dummies
December 2008	['Rudy Limeback']	9780980455250	Simply SQL
December 2008	['Paul Turley', 'Thiago Silva', 'Bryan C. Smith', 'Ken Withee']	9780470242018	Professional Microsoft SQL Server 2008 Reporting Services
December 2008	['Robert Vieira']	9780470257012	Beginning Microsoft SQL Server 2008 Programming
December 2008	['Rick Greenwald']	9780470388372	Beginning Oracle Application Express
December 2008	['Paul Turley', 'Dan Wood']	9780470257036	Beginning T-SQL with Microsoft SQL Server 2005 and 2008
November 2008	['Kevin Kline']	9780596518851	SQL in a Nutshell, 3rd Edition
November 2008	['Joey Hirao']	9781597492843	SAP Security Configuration and Deployment
November 2008	['Brian Knight', 'Ketan Patel', 'Wayne Snyder', 'Ross LoForte', 'Steven Wort']	9780470247969	Professional Microsoft SQL Server 2008 Administration
October 2008	['Toby J. Teorey', 'Stephen Buxton', 'Lowell Fryman', 'Ralf Hartmut G\xc3\xbcting', 'Terry Halpin', 'Jan L. Harrington', 'W. H. Inmon', 'Sam S. Lightstone', 'Jim Melton', 'Tony Morgan', 'Thomas D. Nadeau', "Bonnie O'Neil", "Elizabeth O'Neil", "Patrick O'Neil", 'Markus Schneider', 'Graeme Simsion', 'Graham Witt']	9780123746306	Database Design: Know It All
October 2008	['Brian Knight', 'Erik Veerman', 'Grant Dickinson', 'Douglas Hinson', 'Darren Herbold']	9780470247952	Professional Microsoft SQL Server 2008 Integration Services
September 2008	['Mike  Chapple']	9780470224656	Microsoft SQL Server 2008 For Dummies
September 2008	['Jason Williamson', 'Tom Laszewski']	9781847194640	Oracle Modernization Solutions
September 2008	['Danette McGilvray']	9780123743695	Executing Data Quality Projects
August 2008	['Stephane Faroult', "Pascal L'Hermite"]	9780596514976	Refactoring SQL Applications
July 2008	['Sitaraman Lakshminarayanan']	9781847193834	Oracle Web Services Manager
June 2008	['Rick Copeland']	9780596516147	Essential SQLAlchemy
May 2008	['Len Silverston']	9780471380238	The Data Model Resource Book
April 2008	['Deepak Vohra']	9781847194305	JDBC 4.0 and Oracle JDeveloper for J2EE Development
April 2008	['Russell J.T. Dyer']	9780596514334	MySQL in a Nutshell, 2nd Edition
March 2008	['John Kohl']	9781599946573	The Global English Style Guide
February 2008	['John Ward']	9781847191090	Practical Data Analysis and Reporting with BIRT
January 2008	['Joe Celko']	9780123741370	Joe Celko's Thinking in Sets: Auxiliary, Temporal, and Virtual Tables in SQL
December 2007	['Jayaram Krishnaswamy']	9781847193315	SQL Server Integration Services Using Visual Studio 2005
December 2007	['Ben Fry']	9780596514556	Visualizing Data
October 2007	['Gordon S. Linoff']	9780470099513	Data Analysis Using SQL and Excel
October 2007	['Steven Feuerstein']	9780596514105	Oracle PL/SQL Best Practices, 2nd Edition
August 2007	['Justin Cutroni']	9780596514969	Google Analytics
August 2007	['Lynn Beighley']	9780596526849	Head First SQL
August 2007	['Jason Burby', 'Shane Atchison']	9780470124741	Actionable Web Analytics
August 2007	['Geoff Coffey', 'Susan Prosser']	9780596514136	FileMaker Pro 9: The Missing Manual
July 2007	['Avinash  Kaushik']	9780470130650	Web Analytics
July 2007	['George Reese']	9780596514266	MySQL Pocket Reference, 2nd Edition
May 2007	['Joan M. Johnson']	9780596550059	Understanding Oracle Clinical
April 2007	['David Litchfield']	9780470080221	The Oracle Hacker's Handbook
April 2007	['Sasha Pachev']	9780596009571	Understanding MySQL Internals
April 2007	['Robert Stackowiak', 'Joseph Rayman', 'Rick Greenwald']	9780471919216	Oracle Data Warehousing and Business Intelligence Solutions
March 2007	['Priscilla Walmsley']	9780596006341	XQuery
March 2007	['Bill Hamilton']	9780596513757	SQL Server Integration Services
March 2007	['EdD Ron Cody']	9781599941653	Learning SAS by Example
March 2007	['Brian Knight', 'Allan Mitchell', 'Darren Green', 'Douglas Hinson', 'Kathi Kellenberger', 'Andy Leonard', 'Erik Veerman', 'Jason Gerard', 'Haidong Ji', 'Mike Murphy']	9780764584350	Professional SQL Server 2005 Integration Services
March 2007	['Brian Knight', 'Ketan Patel', 'Wayne Snyder', 'Jean-Claude Armand', 'Ross LoForte', 'Brad McGehee', 'Steven Wort', 'Joe Salvatore', 'Haidong Ji']	9780470055205	Professional SQL Server 2005 Administration
February 2007	['Derek Comingore', 'Douglas Hinson']	9780470054031	Professional SQL Server 2005 CLR Programming
February 2007	['Dan Wood', 'Chris Leiter', 'Paul Turley']	9780470047040	Beginning SQL Server 2005 Administration
February 2007	['Alex Dmitrienko', 'Christy Chuang-Stein Ph.D.', "Ralph B. D'Agostino Sr.", 'Ph.D.']	9781590478868	Pharmaceutical Statistics Using SAS
January 2007	['Karli Watson']	9780470044063	Beginning C# 2005 Databases
December 2006	['Mary E. Tyler', 'Jerri L. Ledford']	9780470053850	Google Analytics
November 2006	['Bill Hamilton']	9780596529413	SQL Server 2005 Reporting Essentials
November 2006	['Marc Delisle']	9781904811305	Creating your MySQL Database: Practical Design Tips and Techniques
November 2006	['Andrew Cumming', 'Gordon  Russell']	9780596527990	SQL Hacks
November 2006	['Kevin McDonald', 'Andreas Wilmsmeier', 'David C. Dixon', 'W. H. Inmon']	9780764596377	Mastering the SAP Business Information Warehouse, 2nd Edition
November 2006	['Seyed M.M. Tahaghoghi', 'Hugh E. Williams']	9780596008642	Learning MySQL
November 2006	['Phil Mason']	9781590477021	In the Know...SAS® Tips and Techniques From Around the Globe, Second Edition
October 2006	['Joe Hummel']	9780596528416	LINQ: The Future of Data Access in C# 3.0
October 2006	['Colleen McCue']	9780750677967	Data Mining and Predictive Analysis
October 2006	['Joe Celko']	9780123735966	Joe Celko's SQL Puzzles and Answers, Second Edition, 2nd Edition
October 2006	['Christopher Adamson']	9780471777090	Mastering Data Warehouse Aggregates
August 2006	['C.J. Date']	9780596527983	The Relational Database Dictionary
August 2006	['Michael Rosenblum', 'Paul Dorsey']	9780764599576	Oracle PL / SQL For Dummies
July 2006	['Allen G. Taylor']	9780470046524	SQL For Dummies®, 6th Edition
July 2006	['Susan Prosser']	9780596528232	FileMaker 8.5: Integrating the Web
May 2006	['Paul Turley', 'Todd Bryant', 'James Counihan', 'Dave DuVarney']	9780764584978	Professional SQL Server 2005 Reporting Services, 2nd Edition
May 2006	['Joy Mundy', 'Warren Thornthwaite']	9780471267157	The Microsoft Data Warehouse Toolkit
May 2006	['George Spofford', 'Sivakumar  Harinath', 'Christopher Webb', 'Dylan Hai Huang', 'Francesco Civardi']	9780471748083	MDX Solutions, 2nd Edition
